"id","model_id","rxn_id","rxn_name","equation","subsystem","gpr","genes","reactants_stoichiometry","products_stoichiometry","reactants_ids","products_ids","lower_bound","upper_bound","objective_coefficient","flux_units","fixed","free","reversibility","weight","used_","comment_"
7127,"ecoli_inca01","v34",NULL,"HPA_c --> PDO_c","","","{}","{-1}","{1}","{HPA_c}","{PDO_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7128,"ecoli_inca01","GluSYN",NULL,"akg_c --> glu_DASH_L_c","","","{}","{-1}","{1}","{akg_c}","{glu_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7129,"ecoli_inca01","GLNS",NULL,"glu_DASH_L_c --> gln_DASH_L_c","","","{}","{-1}","{1}","{glu_DASH_L_c}","{gln_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7130,"ecoli_inca01","ProSYN",NULL,"glu_DASH_L_c --> pro_DASH_L_c","","","{}","{-1}","{1}","{glu_DASH_L_c}","{pro_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7131,"ecoli_inca01","TKT2a",NULL,"xu5p_DASH_D_c --> EC2_c + g3p_c","","","{}","{-1}","{1,1}","{xu5p_DASH_D_c}","{EC2_c,g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7132,"ecoli_inca01","TKT2b",NULL,"f6p_c --> e4p_c + EC2_c","","","{}","{-1}","{1,1}","{f6p_c}","{e4p_c,EC2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7133,"ecoli_inca01","RPE",NULL,"ru5p_DASH_D_c --> xu5p_DASH_D_c","","","{}","{-1}","{1}","{ru5p_DASH_D_c}","{xu5p_DASH_D_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7134,"ecoli_inca01","RPI",NULL,"ru5p_DASH_D_c --> r5p_c","","","{}","{-1}","{1}","{ru5p_DASH_D_c}","{r5p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7135,"ecoli_inca01","TALA",NULL,"s7p_c --> EC3_c + e4p_c","","","{}","{-1}","{1,1}","{s7p_c}","{EC3_c,e4p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7136,"ecoli_inca01","EDD",NULL,"6pgc_c --> 2ddg6p_c","","","{}","{-1}","{1}","{6pgc_c}","{2ddg6p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7137,"ecoli_inca01","TKT1a",NULL,"s7p_c --> EC2_c + r5p_c","","","{}","{-1}","{1,1}","{s7p_c}","{EC2_c,r5p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7138,"ecoli_inca01","TKT1b",NULL,"f6p_c --> EC3_c + g3p_c","","","{}","{-1}","{1,1}","{f6p_c}","{EC3_c,g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7139,"ecoli_inca01","v33",NULL,"glyc_c --> HPA_c","","","{}","{-1}","{1}","{glyc_c}","{HPA_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7140,"ecoli_inca01","SERAT_CYSS",NULL,"ser_DASH_L_c + accoa_c --> ac_c + cys_DASH_L_c","","","{}","{-1,-1}","{1,1}","{ser_DASH_L_c,accoa_c}","{ac_c,cys_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7141,"ecoli_inca01","ASNN",NULL,"asp_DASH_L_c --> asn_DASH_L_c","","","{}","{-1}","{1}","{asp_DASH_L_c}","{asn_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7142,"ecoli_inca01","v68",NULL,"Dummy_c --> Dummy_c.ext","","","{}","{-1}","{1}","{Dummy_c}","{Dummy_c.ext}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7143,"ecoli_inca01","ALATA_L",NULL,"pyr_c + glu_DASH_L_c --> ala_DASH_L_c + akg_c","","","{}","{-1,-1}","{1,1}","{pyr_c,glu_DASH_L_c}","{ala_DASH_L_c,akg_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7144,"ecoli_inca01","ArgSYN",NULL,"glu_DASH_L_c + co2_c + asp_DASH_L_c + gln_DASH_L_c + accoa_c --> akg_c + fum_c + arg_DASH_L_c + ac_c","","","{}","{-1,-1,-1,-1,-1}","{1,1,1,1}","{glu_DASH_L_c,co2_c,asp_DASH_L_c,gln_DASH_L_c,accoa_c}","{akg_c,fum_c,arg_DASH_L_c,ac_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7145,"ecoli_inca01","GHMT2r",NULL,"ser_DASH_L_c --> gly_c + mlthf_c","","","{}","{-1}","{1,1}","{ser_DASH_L_c}","{gly_c,mlthf_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7146,"ecoli_inca01","SerSYN",NULL,"glu_DASH_L_c + 3pg_c --> akg_c + ser_DASH_L_c","","","{}","{-1,-1}","{1,1}","{glu_DASH_L_c,3pg_c}","{akg_c,ser_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7147,"ecoli_inca01","THRD_GLYAT",NULL,"thr_DASH_L_c --> gly_c + accoa_c","","","{}","{-1}","{1,1}","{thr_DASH_L_c}","{gly_c,accoa_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7148,"ecoli_inca01","MlthfSYN",NULL,"gly_c --> mlthf_c + co2_c","","","{}","{-1}","{1,1}","{gly_c}","{mlthf_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9424,"ecoli_RL2013_01","SUCCOAS",NULL,"succoa_c --> succ_c + atp_c","","","{}","{-1}","{1,1}","{succoa_c}","{succ_c,atp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9425,"ecoli_RL2013_01","AKGDH",NULL,"akg_c --> nadh_c + succoa_c + co2_c","","","{}","{-1}","{1,1,1}","{akg_c}","{nadh_c,succoa_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9426,"ecoli_RL2013_01","EX_o2_LPAREN_e_RPAREN_",NULL,"o2_c.ext --> o2_c","","","{}","{-1}","{1}","{o2_c.ext}","{o2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9427,"ecoli_RL2013_01","EX_co2_LPAREN_e_RPAREN_",NULL,"co2_c --> co2_c.ext","","","{}","{-1}","{1}","{co2_c}","{co2_c.ext}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9428,"ecoli_RL2013_01","ICL",NULL,"icit_c --> succ_c + glx_c","","","{}","{-1}","{1,1}","{icit_c}","{succ_c,glx_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9429,"ecoli_RL2013_01","MDH",NULL,"mal_DASH_L_c --> nadh_c + oaa_c","","","{}","{-1}","{1,1}","{mal_DASH_L_c}","{nadh_c,oaa_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9430,"ecoli_RL2013_01","NADTRHD_THD2pp",NULL,"nadh_c --> nadph_c","","","{}","{-1}","{1}","{nadh_c}","{nadph_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9431,"ecoli_RL2013_01","FADR_NADH_CYTBD_HYD_ATPS4r",NULL,"fadh2_c + 0.5 o2_c --> atp_c","","","{}","{-1,-0.5}","{1}","{fadh2_c,o2_c}","{atp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9432,"ecoli_RL2013_01","NADH_CYTBD_HYD_ATPS4r",NULL,"nadh_c + 0.5 o2_c --> 2 atp_c","","","{}","{-1,-0.5}","{2}","{nadh_c,o2_c}","{atp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9433,"ecoli_RL2013_01","MTHFC",NULL,"mlthf_c --> nadph_c + 10fthf_c","","","{}","{-1}","{1,1}","{mlthf_c}","{nadph_c,10fthf_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9435,"ecoli_RL2013_01","EX_glc_LPAREN_e_RPAREN_",NULL,"glc_DASH_D_c.ext + pep_c --> pyr_c + g6p_c","","","{}","{-1,-1}","{1,1}","{glc_DASH_D_c.ext,pep_c}","{pyr_c,g6p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9436,"ecoli_RL2013_01","PGI",NULL,"g6p_c --> f6p_c","","","{}","{-1}","{1}","{g6p_c}","{f6p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9437,"ecoli_RL2013_01","PFK",NULL,"f6p_c + atp_c --> fdp_c","","","{}","{-1,-1}","{1}","{f6p_c,atp_c}","{fdp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9438,"ecoli_RL2013_01","FBA",NULL,"fdp_c --> dhap_c + g3p_c","","","{}","{-1}","{1,1}","{fdp_c}","{dhap_c,g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9439,"ecoli_RL2013_01","TPI",NULL,"dhap_c --> g3p_c","","","{}","{-1}","{1}","{dhap_c}","{g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9440,"ecoli_RL2013_01","GAPD_PGK",NULL,"g3p_c --> nadh_c + 3pg_c + atp_c","","","{}","{-1}","{1,1,1}","{g3p_c}","{nadh_c,3pg_c,atp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9441,"ecoli_RL2013_01","PGM",NULL,"3pg_c --> pep_c","","","{}","{-1}","{1}","{3pg_c}","{pep_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9442,"ecoli_RL2013_01","ENO",NULL,"pep_c --> pyr_c + atp_c","","","{}","{-1}","{1,1}","{pep_c}","{pyr_c,atp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9434,"ecoli_RL2013_01","EX_co2_LPAREN_e_RPAREN__unlabeled",NULL,"co2_c.unlabeled --> co2_c.out","","","{}","{-1,-1}","{1,1}","{co2_c.unlabeled,co2_c}","{co2_c.out,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9385,"ecoli_RL2013_01","MALS",NULL,"glx_c + accoa_c --> mal_DASH_L_c","","","{}","{-1,-1}","{1}","{glx_c,accoa_c}","{mal_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7169,"ecoli_inca01","EX_glc_LPAREN_e_RPAREN_",NULL,"glc_DASH_D_c.ext --> g6p_c","","","{}","{-1}","{1}","{glc_DASH_D_c.ext}","{g6p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9386,"ecoli_RL2013_01","ME1",NULL,"mal_DASH_L_c --> nadph_c + pyr_c + co2_c","","","{}","{-1}","{1,1,1}","{mal_DASH_L_c}","{nadph_c,pyr_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9387,"ecoli_RL2013_01","EDD",NULL,"6pgc_c --> 2ddg6p_c","","","{}","{-1}","{1}","{6pgc_c}","{2ddg6p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9388,"ecoli_RL2013_01","EDA",NULL,"2ddg6p_c --> g3p_c + pyr_c","","","{}","{-1}","{1,1}","{2ddg6p_c}","{g3p_c,pyr_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9389,"ecoli_RL2013_01","PPCK",NULL,"oaa_c + atp_c --> pep_c + co2_c","","","{}","{-1,-1}","{1,1}","{oaa_c,atp_c}","{pep_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9390,"ecoli_RL2013_01","PTAr_ACKr_ACS",NULL,"accoa_c --> ac_c + atp_c","","","{}","{-1}","{1,1}","{accoa_c}","{ac_c,atp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9391,"ecoli_RL2013_01","GluSYN",NULL,"nadph_c + nh4_c + akg_c --> glu_DASH_L_c","","","{}","{-1,-1,-1}","{1}","{nadph_c,nh4_c,akg_c}","{glu_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9392,"ecoli_RL2013_01","GLNS",NULL,"nh4_c + glu_DASH_L_c + atp_c --> gln_DASH_L_c","","","{}","{-1,-1,-1}","{1}","{nh4_c,glu_DASH_L_c,atp_c}","{gln_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9393,"ecoli_RL2013_01","RPI",NULL,"ru5p_DASH_D_c --> r5p_c","","","{}","{-1}","{1}","{ru5p_DASH_D_c}","{r5p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9394,"ecoli_RL2013_01","TKT2a",NULL,"xu5p_DASH_D_c --> TK_C2_c + g3p_c","","","{}","{-1}","{1,1}","{xu5p_DASH_D_c}","{TK_C2_c,g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9395,"ecoli_RL2013_01","GND",NULL,"6pgc_c --> nadph_c + ru5p_DASH_D_c + co2_c","","","{}","{-1}","{1,1,1}","{6pgc_c}","{nadph_c,ru5p_DASH_D_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9396,"ecoli_RL2013_01","RPE",NULL,"ru5p_DASH_D_c --> xu5p_DASH_D_c","","","{}","{-1}","{1}","{ru5p_DASH_D_c}","{xu5p_DASH_D_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9397,"ecoli_RL2013_01","TKT1b",NULL,"f6p_c --> g3p_c + TA_C3_c","","","{}","{-1}","{1,1}","{f6p_c}","{g3p_c,TA_C3_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9398,"ecoli_RL2013_01","TALA",NULL,"s7p_c --> TA_C3_c + e4p_c","","","{}","{-1}","{1,1}","{s7p_c}","{TA_C3_c,e4p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9399,"ecoli_RL2013_01","TKT2b",NULL,"f6p_c --> TK_C2_c + e4p_c","","","{}","{-1}","{1,1}","{f6p_c}","{TK_C2_c,e4p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9400,"ecoli_RL2013_01","TKT1a",NULL,"s7p_c --> TK_C2_c + r5p_c","","","{}","{-1}","{1,1}","{s7p_c}","{TK_C2_c,r5p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9401,"ecoli_RL2013_01","PPC",NULL,"pep_c + co2_c --> oaa_c","","","{}","{-1,-1}","{1}","{pep_c,co2_c}","{oaa_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9402,"ecoli_RL2013_01","THRD_GLYAT",NULL,"thr_DASH_L_c --> accoa_c + nadh_c + gly_c","","","{}","{-1}","{1,1,1}","{thr_DASH_L_c}","{accoa_c,nadh_c,gly_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9403,"ecoli_RL2013_01","EX_so4_LPAREN_e_RPAREN_",NULL,"so4_c.ext --> so4_c","","","{}","{-1}","{1}","{so4_c.ext}","{so4_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9404,"ecoli_RL2013_01","ASPTA",NULL,"glu_DASH_L_c + oaa_c --> akg_c + asp_DASH_L_c","","","{}","{-1,-1}","{1,1}","{glu_DASH_L_c,oaa_c}","{akg_c,asp_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9405,"ecoli_RL2013_01","Ec_Biomass_INCA",NULL,"0.071 f6p_c + 0.21 pro_DASH_L_c + 0.25 gln_DASH_L_c + 0.054 trp_DASH_L_c + 0.176 phe_DASH_L_c + 0.443 mlthf_c + 0.276 ile_DASH_L_c + 0.326 lys_DASH_L_c + 0.205 ser_DASH_L_c + 0.131 tyr_DASH_L_c + 0.146 met_DASH_L_c + 0.205 g6p_c + 0.087 akg_c + 0.754 r5p_c + 0.25 glu_DASH_L_c + 0.083 pyr_c + 0.582 gly_c + 5.363 nadph_c + 0.34 oaa_c + 0.241 thr_DASH_L_c + 0.051 pep_c + 2.51 accoa_c + 0.229 asp_DASH_L_c + 0.087 cys_DASH_L_c + 0.619 3pg_c + 0.402 val_DASH_L_c + 0.488 ala_DASH_L_c + 33.247 atp_c + 0.229 asn_DASH_L_c + 0.09 his_DASH_L_c + 0.428 leu_DASH_L_c + 0.129 g3p_c + 0.281 arg_DASH_L_c --> 1.455 nadh_c + 39.68 Biomass_c","","","{}","{-0.071,-0.21,-0.25,-0.054,-0.176,-0.443,-0.276,-0.326,-0.205,-0.131,-0.146,-0.205,-0.087,-0.754,-0.25,-0.083,-0.582,-5.363,-0.34,-0.241,-0.051,-2.51,-0.229,-0.087,-0.619,-0.402,-0.488,-33.247,-0.229,-0.09,-0.428,-0.129,-0.281}","{1.455,39.68}","{f6p_c,pro_DASH_L_c,gln_DASH_L_c,trp_DASH_L_c,phe_DASH_L_c,mlthf_c,ile_DASH_L_c,lys_DASH_L_c,ser_DASH_L_c,tyr_DASH_L_c,met_DASH_L_c,g6p_c,akg_c,r5p_c,glu_DASH_L_c,pyr_c,gly_c,nadph_c,oaa_c,thr_DASH_L_c,pep_c,accoa_c,asp_DASH_L_c,cys_DASH_L_c,3pg_c,val_DASH_L_c,ala_DASH_L_c,atp_c,asn_DASH_L_c,his_DASH_L_c,leu_DASH_L_c,g3p_c,arg_DASH_L_c}","{nadh_c,Biomass_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9406,"ecoli_RL2013_01","EX_nh4_LPAREN_e_RPAREN_",NULL,"nh4_c.ext --> nh4_c","","","{}","{-1}","{1}","{nh4_c.ext}","{nh4_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7170,"ecoli_inca01","v60",NULL,"glc_DASH_D_c.pre --> g6p_c","","","{}","{-1}","{1}","{glc_DASH_D_c.pre}","{g6p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9407,"ecoli_RL2013_01","ASNN",NULL,"asp_DASH_L_c + 2 atp_c + nh4_c --> asn_DASH_L_c","","","{}","{-1,-2,-1}","{1}","{asp_DASH_L_c,atp_c,nh4_c}","{asn_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
9408,"ecoli_RL2013_01","ProSYN",NULL,"2 nadph_c + glu_DASH_L_c + atp_c --> pro_DASH_L_c","","","{}","{-2,-1,-1}","{1}","{nadph_c,glu_DASH_L_c,atp_c}","{pro_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7149,"ecoli_inca01","26dap_DASH_MSYN",NULL,"glu_DASH_L_c + succoa_c + asp_DASH_L_c + pyr_c --> akg_c + succ_c + 26dap_DASH_M_c","","","{}","{-1,-1,-1,-1}","{1,1,1}","{glu_DASH_L_c,succoa_c,asp_DASH_L_c,pyr_c}","{akg_c,succ_c,26dap_DASH_M_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7150,"ecoli_inca01","ASPTA",NULL,"glu_DASH_L_c + oaa_c --> asp_DASH_L_c + akg_c","","","{}","{-1,-1}","{1,1}","{glu_DASH_L_c,oaa_c}","{asp_DASH_L_c,akg_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7151,"ecoli_inca01","ThrSYN",NULL,"asp_DASH_L_c --> thr_DASH_L_c","","","{}","{-1}","{1}","{asp_DASH_L_c}","{thr_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7152,"ecoli_inca01","DAPDC",NULL,"26dap_DASH_M_c --> lys_DASH_L_c + co2_c","","","{}","{-1}","{1,1}","{26dap_DASH_M_c}","{lys_DASH_L_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7153,"ecoli_inca01","EX_ac_LPAREN_e_RPAREN_",NULL,"ac_c --> ac_c.ext","","","{}","{-1}","{1}","{ac_c}","{ac_c.ext}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7154,"ecoli_inca01","G3PT",NULL,"glyc3p_c --> glyc_c","","","{}","{-1}","{1}","{glyc3p_c}","{glyc_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7155,"ecoli_inca01","AKGDH",NULL,"akg_c --> co2_c + succoa_c","","","{}","{-1}","{1,1}","{akg_c}","{co2_c,succoa_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7156,"ecoli_inca01","ICDHyr",NULL,"icit_c --> akg_c + co2_c","","","{}","{-1}","{1,1}","{icit_c}","{akg_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7157,"ecoli_inca01","ACONTa_ACONTb",NULL,"cit_c --> icit_c","","","{}","{-1}","{1}","{cit_c}","{icit_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7158,"ecoli_inca01","CS",NULL,"oaa_c + accoa_c --> cit_c","","","{}","{-1,-1}","{1}","{oaa_c,accoa_c}","{cit_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7159,"ecoli_inca01","MDH",NULL,"mal_DASH_L_c --> oaa_c","","","{}","{-1}","{1}","{mal_DASH_L_c}","{oaa_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7160,"ecoli_inca01","FUM",NULL,"fum_c --> mal_DASH_L_c","","","{}","{-1}","{1}","{fum_c}","{mal_DASH_L_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7161,"ecoli_inca01","SUCDi",NULL,"succ_c --> fum_c","","","{}","{-1}","{1}","{succ_c}","{fum_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7162,"ecoli_inca01","SUCCOAS",NULL,"succoa_c --> succ_c","","","{}","{-1}","{1}","{succoa_c}","{succ_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7163,"ecoli_inca01","Ec_Biomass_INCA",NULL,"0.21 pro_DASH_L_c + 0.582 gly_c + 0.131 tyr_DASH_L_c + 0.229 asn_DASH_L_c + 0.443 mlthf_c + 0.241 thr_DASH_L_c + 0.619 3pg_c + 0.071 f6p_c + 0.281 arg_DASH_L_c + 0.34 oaa_c + 0.326 lys_DASH_L_c + 0.754 r5p_c + 0.488 ala_DASH_L_c + 2.51 accoa_c + 0.054 trp_DASH_L_c + 0.087 akg_c + 0.051 pep_c + 0.09 his_DASH_L_c + 0.205 ser_DASH_L_c + 0.146 met_DASH_L_c + 0.129 g3p_c + 0.176 phe_DASH_L_c + 0.229 asp_DASH_L_c + 0.25 gln_DASH_L_c + 0.083 pyr_c + 0.428 leu_DASH_L_c + 0.276 ile_DASH_L_c + 0.25 glu_DASH_L_c + 0.205 g6p_c + 0.087 cys_DASH_L_c + 0.402 val_DASH_L_c --> 39.68 Biomass_c","","","{}","{-0.21,-0.582,-0.131,-0.229,-0.443,-0.241,-0.619,-0.071,-0.281,-0.34,-0.326,-0.754,-0.488,-2.51,-0.054,-0.087,-0.051,-0.09,-0.205,-0.146,-0.129,-0.176,-0.229,-0.25,-0.083,-0.428,-0.276,-0.25,-0.205,-0.087,-0.402}","{39.68}","{pro_DASH_L_c,gly_c,tyr_DASH_L_c,asn_DASH_L_c,mlthf_c,thr_DASH_L_c,3pg_c,f6p_c,arg_DASH_L_c,oaa_c,lys_DASH_L_c,r5p_c,ala_DASH_L_c,accoa_c,trp_DASH_L_c,akg_c,pep_c,his_DASH_L_c,ser_DASH_L_c,met_DASH_L_c,g3p_c,phe_DASH_L_c,asp_DASH_L_c,gln_DASH_L_c,pyr_c,leu_DASH_L_c,ile_DASH_L_c,glu_DASH_L_c,g6p_c,cys_DASH_L_c,val_DASH_L_c}","{Biomass_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7164,"ecoli_inca01","EX_co2_LPAREN_e_RPAREN_",NULL,"co2_c --> co2_c.ext","","","{}","{-1}","{1}","{co2_c}","{co2_c.ext}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7165,"ecoli_inca01","PPC_PPCK",NULL,"co2_c + pep_c --> oaa_c","","","{}","{-1,-1}","{1}","{co2_c,pep_c}","{oaa_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7166,"ecoli_inca01","ME",NULL,"mal_DASH_L_c --> pyr_c + co2_c","","","{}","{-1}","{1,1}","{mal_DASH_L_c}","{pyr_c,co2_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7167,"ecoli_inca01","EX_glyc_LPAREN_e_RPAREN_",NULL,"Dummy_c.ext + glyc_c.ext --> glyc_c + Dummy_c","","","{}","{-1,-1}","{1,1}","{Dummy_c.ext,glyc_c.ext}","{glyc_c,Dummy_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7168,"ecoli_inca01","EX_cit_LPAREN_e_RPAREN_",NULL,"cit_c.ext --> cit_c","","","{}","{-1}","{1}","{cit_c.ext}","{cit_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7172,"ecoli_inca01","PFK",NULL,"f6p_c --> fdp_c","","","{}","{-1}","{1}","{f6p_c}","{fdp_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7173,"ecoli_inca01","FBA",NULL,"fdp_c --> dhap_c + g3p_c","","","{}","{-1}","{1,1}","{fdp_c}","{dhap_c,g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7174,"ecoli_inca01","TPI",NULL,"dhap_c --> g3p_c","","","{}","{-1}","{1}","{dhap_c}","{g3p_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
7175,"ecoli_inca01","GAPD_PGK",NULL,"g3p_c --> 3pg_c","","","{}","{-1}","{1}","{g3p_c}","{3pg_c}","0","1000","0","mmol*gDW-1*hr-1",NULL,NULL,False,NULL,True,NULL
